"NOMBRE DE LA INSTALACIÓN",FUENTE,TIPO,"FECHA DE DOCUMENTACIÓN","ESTADO ACTUAL","FECHA DE CONSTRUCCIÓN"
"CAAN-TF SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ABKATUN-N SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ABKATUN-P SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ABKATUN-Q SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ABKATUN-R SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ABKATUN-S SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"CHUC-A SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"CHUC-B SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"CHUC-1 SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"POL-A COMPRESION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR COMPRESION",2016/08/11,DESCONOCIDO,
"POL-A HABITACIONAL","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"POL-A PRODUCCION TEMPORAL","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"POL-A ENLACE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE ENLACE",2016/08/11,DESCONOCIDO,
"POL-B SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"POL-D SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ECO-1 HABITACIONAL","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"ECO-1 TELECOMUNICACIONES","TRANSFERENCIA HISTORICA","PLATAFORMA MAR TELECOM",2016/08/11,DESCONOCIDO,
"CHUC-A ENLACE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE ENLACE",2016/08/11,DESCONOCIDO,
"POL-A PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"HOMOL-A SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ESTACION DE RECOLECCION Y COMPRESION VISTOSO","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION Y COMPRESION DE GAS",2016/08/11,DESCONOCIDO,
"ESTACION DE MEDICION INJERTO PLAYUELA","TRANSFERENCIA HISTORICA","ESTACION DE MEDICION",2016/08/11,DESCONOCIDO,
"KAB-A SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"KAB-101 SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"SINAN-D SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"SINAN-201 SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"SINAN-SO SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"PLATAFORMA DE ENLACE DEL COMPLEJO LITORAL","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE ENLACE",2016/08/11,DESCONOCIDO,
"BOLONTIKU-A PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"BOLONTIKU-B SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"BOLONTIKU-1 SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"HAYABIL-1 SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"SINAN-118 SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"YUM-2B SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"SINAN-DL1 SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"SINAN-A SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"SINAN-B SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"SINAN-C SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"SINAN-101 SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"PLATAFORMA DE PRODUCCION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"PLATAFORMA DE ALMACENAMIENTO","TRANSFERENCIA HISTORICA","PLATAFORMA MAR ALMACENAMIENTO",2016/08/11,DESCONOCIDO,
"PLATAFORMA DE TELECOMUNICACIONES","TRANSFERENCIA HISTORICA","PLATAFORMA MAR TELECOM",2016/08/11,DESCONOCIDO,
"ESTACION DE RECOLECCION DE GAS COCUITE 2","DOCUMENTOS DE SOPORTE","ESTACION DE RECOLECCION",2003/07/15,OPERANDO,2003/07/15
"XANAB-A SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"YAXCHE-A SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"MAY-A SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"MAY-B SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"MAY-C SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"MAY-D SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"MAY-1 SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"YUM-401 SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"BATERIA MODULAR COSTERO","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"ESTACION DE MEDICION CAMPO VEINTE","TRANSFERENCIA HISTORICA","ESTACION DE MEDICION",2016/08/11,DESCONOCIDO,
"ESTACION DE RECOLECCION DE GAS ARQUIMIA","DOCUMENTOS DE SOPORTE","ESTACION DE RECOLECCION",2008/09/01,OPERANDO,
"ESTACION DE COMPRESION BELLOTA 114","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION EL GOLPE 2","TRANSFERENCIA HISTORICA",BATERIA,2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION EL GOLPE","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"PLANTA DESHIDRATADORA GOLPE","TRANSFERENCIA HISTORICA","PLANTA DESHIDRATADORA",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION SANTUARIO","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION TUPILCO 1","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"ESTACION DE COMPRESION MORA","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION CASTARRICAL","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,OPERANDO,
"ESTACION DE COMPRESION CASTARRICAL","TRANSFERENCIA HISTORICA","ESTACION DE COMPRESION",2016/08/11,OPERANDO,
"YAXCHE-B SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"TERMINAL MARITIMA DOS BOCAS","TRANSFERENCIA HISTORICA","TERMINAL MARITIMA",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION LUNA","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION PIJIJE","TRANSFERENCIA HISTORICA","BATERIA DE SEPARACION",2016/08/11,DESCONOCIDO,
"BATERIA DE SEPARACION SEN","TRANSFERENCIA HISTORICA",BATERIA,2016/08/11,DESCONOCIDO,
"ESTACION DE RECOLECCION NARVAEZ","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION",2016/08/11,DESCONOCIDO,
"ESTACION DE RECOLECCION GAS SAN ROMAN","TRANSFERENCIA HISTORICA","ESTACION DE RECOLECCION",2016/08/11,DESCONOCIDO,
"PLATAFORMA DE PERFORACION BACAB A","VERIFICADO POR PEMEX","PLATAFORMA DE PERFORACION",2021/12/01,OPERANDO,
"PLATAFORMA DE PERFORACION LUM 1","VERIFICADO POR PEMEX","PLATAFORMA DE PERFORACION",2021/12/01,OPERANDO,
"PLATAFORMA DE PERFORACION LUM A","VERIFICADO POR PEMEX","PLATAFORMA DE PERFORACION",2021/12/01,OPERANDO,
"KU A HABITACIONAL KUAH","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"KU A ENLACE 1 KAE1","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE ENLACE",2016/08/11,DESCONOCIDO,
"KU-A ENLACE 2 KAE2","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE ENLACE",2016/08/11,DESCONOCIDO,
"KU A PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"KU H HABITACIONAL KUHH","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"MALOOB-C PERFORACION MACP","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"KU H PRODUCCION KHPB","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"KU H PERFORACION KUHP","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"KU H TELECOMA'S KUHT","TRANSFERENCIA HISTORICA","PLATAFORMA MAR TELECOM",2016/08/11,DESCONOCIDO,
"KU M HABITACIONAL KUMH","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"KU M PRODUCCION KMPB","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"KU M PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"KU S HABITACIONAL KUSH","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"KU G PERFORACION KUGP","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"KU S PRODUCCION KSPB","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"KU S PERFORACION KUSP","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"MALOOB-A PERFORACION MAAP","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"MALOOB-B PERFORACION MABP","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ZAAP C HABITACIONAL ZPCH","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"ZAAP-C PRODUCCION KPB2","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"ZAAP C PERFORACION ZPCP","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ZAAP-A PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ZAAP-B PERFORACION ZPBP","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ZAAP D PERFORACION ZPDP","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"IXTAL-A SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"IXTAL-B SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ABKATUN-B SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ABKATUN-C SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ABKATUN-F SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ABKATUN-G SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ABKATUN-H SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ABKATUN-A TETRAPODO DE APOYO","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ABKATUN-A COMPRESION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR COMPRESION",2016/08/11,DESCONOCIDO,
"ABKATUN-A HABITACIONAL","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"ABKATUN-A PRODUCCION PERMANENTE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"ABKATUN-A PRODUCCION TEMPORAL","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"ABKATUN-A ENLACE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE ENLACE",2016/08/11,DESCONOCIDO,
"ABKATUN-A PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"MANIK-A SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"TARATUNICH-101 SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"TARATUNICH-201 SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"TARATUNICH-301 SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"TARATUNICH-TC SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"TARATUNICH-TD SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"TARATUNICH-TE SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"TARATUNICH-TF SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"TARATUNICH-TH SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ABKATUN-I SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ABKATUN-J SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"ABKATUN-N1 CONTROL Y SERVICIOS","TRANSFERENCIA HISTORICA","PLATAFORMA MAR CTRL Y SERVICIO",2016/08/11,DESCONOCIDO,
"ABKATUN-N1 TRATAMIENTO Y BOMBEO","TRANSFERENCIA HISTORICA","PLATAFORMA MAR TRAT Y BOMBEO",2016/08/11,DESCONOCIDO,
"BATAB-1 SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"BATAB-A SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"POL-TF SATELITE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-BN PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-DB PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-MB PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-TB PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-B COMPRESION 1 AKB4","TRANSFERENCIA HISTORICA","PLATAFORMA MAR COMPRESION",2016/08/11,DESCONOCIDO,
"AKAL-B COMPRESION 2 AKB5","TRANSFERENCIA HISTORICA","PLATAFORMA MAR COMPRESION",2016/08/11,DESCONOCIDO,
"AKAL-B HABITACIONAL","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"AKAL-B PRODUCCION AKB1","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"AKAL-B ENLACE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE ENLACE",2016/08/11,DESCONOCIDO,
"AKAL-B PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-D SATELITE PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-I PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-P PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-C COMPRESION 1 C4","TRANSFERENCIA HISTORICA","PLATAFORMA MAR COMPRESION",2016/08/11,DESCONOCIDO,
"AKAL-C COMPRESION 2 C6","TRANSFERENCIA HISTORICA","PLATAFORMA MAR COMPRESION",2016/08/11,DESCONOCIDO,
"AKAL-C HABITACIONAL 1","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"AKAL-C HABITACIONAL 2","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"AKAL-C PRODUCCION 1","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"AKAL-C PRODUCCION 2","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"AKAL-C PRODUCCION 3","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"AKAL-C ENLACE 1","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE ENLACE",2016/08/11,DESCONOCIDO,
"AKAL-C PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-C TELECOMUNICACIONES","TRANSFERENCIA HISTORICA","PLATAFORMA MAR TELECOM",2016/08/11,DESCONOCIDO,
"IXTOC-A TELECOMUNICACIONES","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"IXTOC-A BASE NAVAL","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE ENLACE",2016/08/11,DESCONOCIDO,
"IXTOC-A PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-G PRODUCCION 1 G1","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"AKAL-G PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-G HABITACIONAL","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"AKAL-C INYECCION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-FO PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-GP PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-E PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-F PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-O PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-TJ PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-J4 COMPRESION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR COMPRESION",2016/08/11,DESCONOCIDO,
"AKAL-J HABITACIONAL 1","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"AKAL-J HABITACIONAL 2","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"KUTZ-TA PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-J PRODUCCION 1","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"AKAL-J PRODUCCION 2","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"AKAL-J PRODUCCION 3","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"AKAL-J ENLACE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE ENLACE",2016/08/11,DESCONOCIDO,
"AKAL-J PERFORACION 1","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-TFO PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-TGP PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"SIHIL-A PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-KL PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"AKAL-M PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-TM PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"AKAL-TQ PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-L HABITACIONAL 1","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"AKAL-L PRODUCCION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR COMPRESION",2016/08/11,DESCONOCIDO,
"AKAL-L ENLACE","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE ENLACE",2016/08/11,DESCONOCIDO,
"AKAL-L PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-N HABITACIONAL","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"AKAL-N PRODUCCION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PRODUCCION",2016/08/11,DESCONOCIDO,
"AKAL-N PERFORACION 1","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-H PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL-R PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"AKAL S PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
"NOHOCH A EX-COMPRESION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE ENLACE",2016/08/11,DESCONOCIDO,
"NOHOCH A HABITACIONAL 1","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"NOHOCH A HABITACIONAL 2","TRANSFERENCIA HISTORICA","PLATAFORMA MAR HABITACIONAL",2016/08/11,DESCONOCIDO,
"NOHOCH-B PERFORACION","TRANSFERENCIA HISTORICA","PLATAFORMA MAR DE PERFORACION",2016/08/11,DESCONOCIDO,
